Brawler,Adjusted Win Rate,Use Rate,Mode,Wins Recorded,Star Player Rate,metric.pickRate,metric.trophyChange,Win Rate
CARL,0.7227345053533956,0.014600891368538933,gemGrab,2988,0.2691684039842483,0.01424921772883907,4.602251407129456,0.6921473245309242
OLLIE,0.7222084793464993,0.01238789764705625,gemGrab,2791,0.31767955801104975,0.011948614356821272,6.746352413019079,0.7709944751381216
MR. P,0.6997359299346596,0.01958518879891195,gemGrab,4061.0000000000005,0.2134948096885813,0.019078174304537832,4.798287012760007,0.7025951557093426
JANET,0.6985343002192864,0.01604570270163239,gemGrab,3232.5,0.2795216741405082,0.015457282053313265,4.821351234300563,0.6902626521460602
OTIS,0.6939842737610195,0.005079252240386868,gemGrab,1051,0.23940820443846672,0.004908173908451169,5.082824168363883,0.7067921990585071
LUMI,0.6939626745249029,0.019519793481994098,gemGrab,4135,0.3336812804453723,0.01897255119420129,6.21307120085016,0.7193806541405706
BUSTER,0.6845635858999434,0.01004326295015565,gemGrab,2042,0.3028960817717206,0.009687619651179678,4.529513289609941,0.6957410562180579
FINX,0.6761107916064847,0.013783227198556135,gemGrab,3100,0.3814707305273343,0.013645185566601973,6.9992594421130585,0.7498790517658442
CHARLIE,0.6753065492361096,0.005705953986478273,gemGrab,1129,0.16321703134240095,0.005581521236846622,4.653061224489796,0.667652276759314
TARA,0.673869094378746,0.019488411828364787,gemGrab,3965,0.2138728323699422,0.01941484796873556,4.463977938641848,0.6740904454267256
ASH,0.6722568116745234,0.011455113423824255,gemGrab,2306,0.3386150234741784,0.011248861250841685,4.64900267936886,0.6766431924882629
MEEPLE,0.6712346642121922,0.012709974644433717,gemGrab,2697,0.2732984293193717,0.012608758796424658,5.911277391769107,0.706020942408377
MELODIE,0.6708371302281415,0.007491468846845302,gemGrab,1449,0.23029229406554472,0.0074530307231222195,4.119315623592976,0.641718334809566
JUJU,0.6614961047285046,0.009476652009207337,gemGrab,2026,0.3073361823361823,0.00926842793203153,5.821932681867535,0.7215099715099715
HANK,0.6586940795173025,0.009231065261772796,gemGrab,1923.0000000000002,0.2902654867256637,0.009324540209397816,4.901509705248023,0.68070796460177
PENNY,0.6515356220185556,0.01803781007402102,gemGrab,3552,0.21218795888399414,0.017982334534796213,4.4423076923076925,0.6519823788546255
STU,0.6462377999313141,0.016062790518189252,gemGrab,2996,0.192827868852459,0.0161075243263226,3.3455453788509577,0.6139344262295082
RUFFS,0.6443659936450659,0.006276006786211735,gemGrab,1233,0.18668122270742357,0.006046923066767009,4.60789766407119,0.6730349344978166
CHESTER,0.6408228916887787,0.03839855088836805,gemGrab,7228,0.3097516018607917,0.03760512800200684,3.721836625734116,0.6344246467128939
SHADE,0.6370197276709931,0.00939574808152816,gemGrab,2031,0.31791097090781634,0.00941696043094229,5.99215965787598,0.711882229232387
GUS,0.6360741360274172,0.006361486361452348,gemGrab,1279,0.1875937968984492,0.006598143673835835,4.234756097560975,0.6398199099549775
BIBI,0.6348157311613521,0.012916283709261248,gemGrab,2434,0.23007063572149344,0.013084062792939095,3.7604006163328196,0.6140262361251262
SAM,0.6339067718906831,0.008847844655388546,gemGrab,1696,0.2638994668697639,0.008667696491992448,4.14870606411742,0.6458492003046459
MOE,0.6336018967031444,0.005596097952547539,gemGrab,1114,0.23771983020012127,0.005442890904529911,4.987692307692308,0.6755609460278957
MAISIE,0.6320498397430276,0.005765963806708774,gemGrab,1189,0.27924311926605505,0.005756459513341519,5.172453703703703,0.6817660550458715
DARRYL,0.6280452716182985,0.009836629945677751,gemGrab,1841.5,0.18731514952349654,0.010044097648565507,3.734996628455833,0.6051593821886296
BO,0.6275145909626161,0.015755979176835334,gemGrab,2933,0.20046276819520403,0.015691633329372467,3.7530572838446687,0.6169541438788388
GENE,0.6268809775718813,0.009475518220431052,gemGrab,1749,0.1584193663225347,0.009271728654229545,3.8557448350851757,0.6226415094339622
